latitude,longitude,location_name,temperature,humidity,rainfall,wind_speed,is_peatland,fire_occurred
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),34.67,48,0.0,13.63,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.33,62,3.2,6.47,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.28,61,1.9,8.94,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),24.14,96,58.2,6.75,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),38.55,46,0.0,7.23,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),27.5,65,1.5,2.23,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.11,80,0.9,7.25,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.58,56,1.5,2.93,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.71,76,3.8,1.66,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),38.0,40,0.0,9.88,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),25.69,86,36.7,17.64,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),20.48,88,11.7,7.97,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),22.2,99,59.4,14.91,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),23.55,98,48.6,5.21,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),39.64,50,0.0,8.7,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),33.62,29,0.0,9.32,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.52,66,0.4,1.82,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.04,68,0.8,5.34,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),36.93,30,0.0,4.52,0,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),22.91,87,32.9,17.12,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),24.18,94,37.4,14.03,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),21.35,89,28.7,13.92,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),31.8,76,3.7,2.33,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.42,68,3.2,4.69,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),40.24,40,0.0,17.58,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),35.14,49,0.0,7.47,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.56,76,2.1,1.69,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.48,63,3.2,7.06,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.04,67,3.4,5.85,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.9,78,3.4,1.98,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),22.21,91,27.5,19.77,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),28.52,76,2.9,1.5,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),34.99,33,0.0,16.0,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),22.8,91,27.7,14.2,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),35.25,49,0.0,10.46,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),29.57,59,1.6,6.51,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),37.58,47,0.0,16.17,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),31.44,58,3.0,8.58,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),21.83,83,18.7,8.28,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),25.66,99,35.4,7.91,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.49,67,3.1,9.78,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.4,63,0.2,6.86,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),36.39,30,0.0,16.3,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),27.67,77,0.9,2.21,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.29,74,2.5,9.94,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.72,33,0.0,3.47,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),33.84,31,0.0,3.4,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.74,70,2.3,5.39,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),39.46,26,0.0,9.38,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.9,58,2.7,3.69,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),40.53,27,0.0,3.34,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.49,70,0.4,7.74,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),25.05,83,28.1,12.12,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.04,76,1.4,4.79,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.78,58,3.3,5.58,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),40.76,48,0.0,8.77,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.03,56,4.9,7.15,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),25.01,94,31.2,5.76,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),37.86,37,0.0,4.8,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),28.85,60,2.2,6.63,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.85,75,0.6,5.61,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),23.7,92,54.9,7.11,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),40.98,33,0.0,9.01,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.13,79,1.6,8.4,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.92,76,2.1,8.26,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.9,68,1.6,9.36,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),27.9,58,4.4,1.53,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.69,77,2.3,2.22,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.57,56,1.5,8.99,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.78,75,2.7,6.14,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.51,59,1.2,7.43,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),23.73,85,58.1,9.86,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),27.16,80,1.1,9.59,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.12,76,3.5,6.56,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.7,68,2.5,2.39,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.81,73,4.0,9.73,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.6,65,2.4,4.78,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.11,20,0.0,5.53,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.42,74,1.4,5.15,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),20.07,93,19.2,8.92,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),38.15,45,0.0,9.07,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),38.37,27,0.0,13.69,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.53,64,2.5,1.23,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.0,64,2.9,3.02,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),22.47,82,13.6,9.19,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),21.69,93,18.7,12.35,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.83,80,4.9,8.68,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.37,63,3.1,2.41,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.47,72,4.4,1.88,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),25.83,83,51.9,11.8,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.63,68,3.8,4.68,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.46,69,1.4,3.64,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.07,57,2.7,2.09,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.51,73,4.1,6.14,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),28.4,79,1.9,8.27,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.03,56,3.8,2.6,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.47,92,36.8,6.88,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),28.16,59,0.6,9.01,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),37.35,26,0.0,15.04,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),39.86,39,0.0,13.99,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),21.37,89,34.3,8.39,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),36.3,45,0.0,17.58,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.92,72,4.3,2.71,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.71,63,4.6,5.9,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.84,79,0.0,1.99,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),36.19,21,0.0,14.55,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),21.56,95,28.8,10.26,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),35.58,48,0.0,4.12,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.17,71,4.4,5.88,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),25.38,92,55.1,8.01,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.73,62,4.9,1.52,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.53,75,2.0,2.15,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.57,75,1.8,5.83,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),39.53,22,0.0,17.1,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),33.09,43,0.0,14.16,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.81,32,0.0,14.11,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.91,79,0.0,7.34,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.17,76,1.3,2.04,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.5,70,1.3,4.41,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.14,74,0.2,2.99,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.75,78,4.2,7.99,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),34.99,21,0.0,6.04,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.59,55,3.9,8.52,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),27.58,75,3.3,7.05,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.44,77,2.9,6.8,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),39.46,40,0.0,14.14,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),35.64,27,0.0,13.63,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),38.03,23,0.0,16.59,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.33,63,2.1,2.3,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.74,69,2.7,1.86,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.98,83,50.2,17.23,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),28.87,71,3.4,3.4,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),40.67,30,0.0,6.32,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),20.89,90,55.0,5.41,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.55,83,53.0,5.01,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.73,80,0.6,2.92,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),27.71,77,3.2,5.37,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.42,66,1.1,4.93,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),23.24,95,17.2,8.81,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.05,75,2.8,2.66,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),38.81,34,0.0,7.73,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),29.66,78,0.6,6.82,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.37,80,2.7,6.34,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),25.26,94,54.7,13.84,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),33.87,44,0.0,15.79,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),21.18,98,10.1,8.57,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),36.6,34,0.0,6.46,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),35.31,43,0.0,10.39,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),25.78,98,28.1,8.77,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),37.13,22,0.0,16.78,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.72,59,1.0,4.85,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.47,36,0.0,7.89,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.4,99,52.9,5.11,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),25.45,85,48.1,17.68,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.09,75,0.9,2.46,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),31.86,78,0.4,3.54,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),34.84,35,0.0,12.77,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),21.9,94,51.9,12.4,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),20.94,85,17.1,10.0,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.2,74,1.4,3.46,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),34.2,29,0.0,6.46,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),31.66,78,1.8,4.59,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.65,61,5.0,8.36,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),27.89,57,2.0,5.97,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),33.65,34,0.0,13.53,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),38.0,32,0.0,9.64,0,1
0.5071,101.4478,Gambut - Riau (Sumatera),31.43,77,4.8,3.52,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.11,59,0.3,8.56,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.6,72,2.9,2.9,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),28.94,57,4.6,9.19,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.74,64,4.3,7.56,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.8,68,1.1,1.44,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.7,64,3.6,7.04,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.22,58,3.8,9.28,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),21.59,88,50.6,18.91,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.25,69,1.4,6.19,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),37.98,21,0.0,15.59,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.38,97,37.3,18.98,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.52,77,4.6,4.37,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),27.4,64,4.9,2.53,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),35.05,29,0.0,8.94,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),21.82,94,37.5,11.23,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),38.41,49,0.0,15.17,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),38.4,45,0.0,6.65,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.56,76,0.6,5.68,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),35.5,28,0.0,13.22,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.99,74,1.1,7.72,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.4,70,1.0,5.88,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.65,73,3.9,3.85,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),26.77,90,36.6,14.41,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.35,58,3.0,8.79,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),40.54,35,0.0,14.81,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.37,66,1.8,4.17,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),28.55,70,1.2,3.84,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),37.5,33,0.0,5.56,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.64,78,3.2,6.96,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),39.07,47,0.0,15.07,0,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),27.82,58,2.2,6.79,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.68,67,0.6,4.51,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),26.49,84,41.4,11.25,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),22.19,82,38.7,17.57,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.93,62,3.4,4.93,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),36.59,33,0.0,7.38,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),37.26,43,0.0,5.29,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),27.17,58,3.4,3.76,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),28.62,55,4.2,2.42,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),25.91,87,32.9,6.89,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.82,78,1.4,6.21,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),37.63,46,0.0,8.13,0,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),22.06,85,32.9,6.77,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.46,59,3.7,1.37,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),35.68,44,0.0,13.09,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),24.61,99,39.3,13.78,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.19,55,2.6,1.14,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),27.48,77,3.9,7.42,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),38.65,50,0.0,7.47,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),36.14,49,0.0,9.05,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),23.88,94,55.7,6.46,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),25.2,92,41.0,7.39,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.03,76,2.7,7.28,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),30.58,77,0.4,4.14,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.98,69,3.6,3.17,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),31.7,57,1.3,7.58,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),40.76,40,0.0,13.51,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),39.53,43,0.0,13.21,0,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),40.35,43,0.0,8.51,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),30.9,71,2.6,1.79,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),26.44,85,38.6,9.71,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),22.17,82,13.2,12.55,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),39.02,45,0.0,16.27,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),33.97,32,0.0,10.61,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),21.82,88,27.1,6.28,0,0
0.5071,101.4478,Gambut - Riau (Sumatera),24.47,87,18.8,7.9,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.67,91,26.8,19.9,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),29.59,66,4.5,8.45,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),34.53,43,0.0,8.83,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),39.36,29,0.0,3.19,1,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),37.63,23,0.0,3.15,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),34.44,35,0.0,16.1,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.95,69,1.7,5.06,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),20.53,84,56.4,8.79,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),39.63,35,0.0,17.26,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),24.24,94,11.8,15.5,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),24.21,85,42.5,7.25,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),39.88,39,0.0,7.74,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.79,95,28.2,19.32,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.21,74,3.3,1.58,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),31.72,69,1.6,9.77,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),31.12,74,1.0,8.34,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),27.19,55,3.1,7.48,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),31.92,65,2.2,4.05,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.4,78,4.6,5.12,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),31.07,68,0.7,8.5,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),35.41,36,0.0,13.73,0,1
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),20.46,95,38.1,10.73,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),23.31,93,45.6,16.07,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),22.41,92,40.7,15.28,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),29.25,63,4.5,8.13,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),30.37,62,1.3,7.87,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),23.56,83,46.2,14.76,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),21.0,98,53.7,19.62,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.59,77,3.9,8.74,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),30.25,63,2.5,1.14,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),25.93,98,10.8,5.54,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),29.62,65,5.0,8.8,0,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.46,87,47.9,6.66,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),28.2,78,2.2,1.8,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),26.25,97,35.2,14.77,1,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),35.93,34,0.0,5.75,1,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.76,85,14.4,5.86,0,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),33.73,34,0.0,11.85,0,1
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),39.79,20,0.0,15.19,0,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),30.06,77,4.4,8.64,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),39.23,22,0.0,6.83,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),23.21,85,10.8,11.84,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),35.87,41,0.0,8.25,1,1
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),28.79,63,3.9,1.29,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),23.65,92,22.2,5.62,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.98,60,3.4,6.14,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),38.94,21,0.0,11.74,1,1
0.5071,101.4478,Gambut - Riau (Sumatera),39.74,37,0.0,11.02,1,1
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),20.56,81,31.2,8.44,1,0
-1.6101,103.6131,Hutan Lindung - Jambi (Sumatera),24.43,82,26.7,6.68,0,0
-2.217,113.916,Gambut - Palangkaraya (Kalimantan),28.61,55,3.0,2.62,1,0
0.5071,101.4478,Gambut - Riau (Sumatera),23.32,90,51.2,14.34,1,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),37.51,44,0.0,10.88,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),30.25,78,3.8,8.76,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),29.41,69,3.0,7.77,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),21.38,89,43.4,11.33,0,0
-3.397,104.831,Ogan Komering Ilir (Sumatera Selatan),26.53,97,40.9,16.69,1,0
-0.4437,117.1566,Hutan Kutai - Kartanegara (Kalimantan),20.24,96,54.2,12.6,0,0
